"Index","BTC","ETH","ETC","LTC","BCH","EOS","XRP","TRX","BSV"
"2017-10-31",6436.53,303.57,10.17,55.16,435.21,NA,NA,NA,NA
"2017-11-01",6723.95,289.24,10.06,52.94,533,NA,NA,NA,NA
"2017-11-02",7033.85,283.51,9.94,54.4,570,NA,NA,NA,NA
"2017-11-03",7149.35,307.09,12.55,56.04,621,NA,NA,NA,NA
"2017-11-04",7412.85,300.39,11.74,55.04,617.42,NA,NA,NA,NA
"2017-11-05",7394.64,296.65,13.13,54.79,627.3,NA,NA,NA,NA
"2017-11-06",7008,296.63,13.91,54.95,596,NA,NA,NA,NA
"2017-11-07",7072.51,292.7,13.48,60.47,600.98,NA,NA,NA,NA
"2017-11-08",7388.71,308.5,13.68,61.7,614.92,NA,NA,NA,NA
"2017-11-09",7097.67,318.38,14.07,63.61,652.45,NA,NA,NA,NA
"2017-11-10",6531.32,293,14.35,58.11,958.4,NA,NA,NA,NA
"2017-11-11",6216.11,307.86,18.73,60.74,1309.71,NA,NA,NA,NA
"2017-11-12",5897.37,300.4,14.87,58.1,1357.33,NA,NA,NA,NA
"2017-11-13",6446.63,311.5,15.88,60.47,1344.65,NA,NA,NA,NA
"2017-11-14",6561.99,335.46,17.44,61.97,1252.51,NA,NA,NA,NA
"2017-11-15",7260.73,331.42,17.25,63.09,1190.27,NA,NA,NA,NA
"2017-11-16",7794.63,329.2,16.76,70.94,901.04,NA,NA,NA,NA
"2017-11-17",7684.7,330.9,17.08,67.18,1185,NA,NA,NA,NA
"2017-11-18",7781.89,348.24,17.69,69.43,1240.59,NA,NA,NA,NA
"2017-11-19",8032.39,355.05,17.9,71.46,1169.12,NA,NA,NA,NA
"2017-11-20",8200.01,364.71,18.4,71.99,1247.64,NA,NA,NA,NA
"2017-11-21",8146,363.59,17.8,70,1181.5,NA,NA,NA,NA
"2017-11-22",8246.24,378.91,17.96,71.63,1295.01,NA,NA,NA,NA
"2017-11-23",8130,410,18.13,73.24,1665,NA,NA,NA,NA
"2017-11-24",8139.68,470.39,20.88,77.5,1612,NA,NA,NA,NA
"2017-11-25",8673.74,459.39,21.31,87.58,1537.8,NA,NA,NA,NA
"2017-11-26",9206.43,465.57,21.55,84.5,1702.76,NA,NA,NA,NA
"2017-11-27",9735.37,475.43,24.69,90.51,1591.58,NA,NA,NA,NA
"2017-11-28",9927.63,468,31.4,94.6,1493.1,NA,NA,NA,NA
"2017-11-29",9870,426.12,24.86,85.2,1356.81,NA,NA,NA,NA
"2017-11-30",9819.92,428.07,25.6,84.98,1308.85,NA,NA,NA,NA
"2017-12-01",10766.86,458,29.53,96.34,1418.19,NA,NA,NA,NA
"2017-12-02",10931.57,459.39,28.98,98.99,1400,NA,NA,NA,NA
"2017-12-03",11206.17,461.47,28.95,100.16,1511.27,NA,NA,NA,NA
"2017-12-04",11546.72,467.49,29.14,102.69,1541.66,NA,NA,NA,NA
"2017-12-05",11658.97,452.56,28.1,99.89,1428.3,NA,NA,NA,NA
"2017-12-06",13604.71,416.35,24.86,96.07,1343.82,NA,NA,NA,NA
"2017-12-07",16706.95,413.6,23.43,93.72,1238.66,NA,NA,NA,NA
"2017-12-08",15898.51,441.15,27.84,119.56,1385.92,NA,NA,NA,NA
"2017-12-09",14753.13,461.3,27.7,149.74,1372.03,NA,NA,NA,NA
"2017-12-10",14901,431.14,25.15,143.92,1284.14,NA,NA,NA,NA
"2017-12-11",16478.63,508.67,27.98,204.26,1382.38,NA,NA,NA,NA
"2017-12-12",16147,625.08,29.22,276,1523.5,NA,NA,NA,NA
"2017-12-13",15985.5,684.8,28.87,289.5,1565.4,NA,NA,NA,NA
"2017-12-14",16341.8,681.78,31.05,274.11,1928.14,NA,NA,NA,NA
"2017-12-15",17459.63,674.25,31.44,291.81,1791.81,NA,NA,NA,NA
"2017-12-16",19283.81,682.22,34.06,295.31,1776.82,NA,NA,NA,NA
"2017-12-17",18903.39,706.66,33.84,313.27,1824.88,NA,NA,NA,NA
"2017-12-18",18862.84,777.53,38.09,349.86,2150,NA,NA,NA,NA
"2017-12-19",17497.19,807.99,38.17,342.72,2713.4,NA,NA,NA,NA
"2017-12-20",16412,795.01,38.91,303.77,3722.2,NA,NA,NA,NA
"2017-12-21",15678.27,790.76,37.45,305,3076.99,NA,NA,NA,NA
"2017-12-22",13301.01,636.1,27.4,251.04,2480.99,NA,NA,NA,NA
"2017-12-23",13839.37,666.95,28.19,265.06,2857.65,NA,NA,NA,NA
"2017-12-24",13487.19,653.24,27.4,262.69,2779.79,NA,NA,NA,NA
"2017-12-25",13673.17,716.6,28.6,260.51,2710,NA,NA,NA,NA
"2017-12-26",15749.99,753.99,30,280.75,2956,NA,NA,NA,NA
"2017-12-27",15429.8,740.47,29.1,265,2727.13,NA,NA,NA,NA
"2017-12-28",14255,713.13,26.86,247,2474.08,NA,NA,NA,NA
"2017-12-29",14387.45,735.08,27.26,239.98,2625.02,NA,NA,NA,NA
"2017-12-30",12390.58,681.01,23.68,206.53,2180,NA,NA,NA,NA
"2017-12-31",13703,731.26,25.73,224,2352.47,7.7,1.9653,NA,NA
"2018-01-01",13319,751.14,29.03,221.9,2292.97,7.6,2.0257,NA,NA
"2018-01-02",14651.93,854.52,31.73,248.73,2534.95,8.32,2.1876,NA,NA
"2018-01-03",14984.01,936.84,32.7,241,2535,9.29,2.7,NA,NA
"2018-01-04",15177.1,946.77,33.62,237.09,2346.78,9.45,2.7496,NA,NA
"2018-01-05",17048.77,974,31.5,242.68,2403,9.41,2.56,NA,NA
"2018-01-06",17000,1004.36,33.7,276.5,2513,9.79,2.6453,NA,NA
"2018-01-07",16250,1125.01,35.4,271.07,2560,10.21,2.7745,NA,NA
"2018-01-08",14883.1,1129.96,33.65,251.76,2387.76,9.58,2.3938,NA,NA
"2018-01-09",14423.97,1289.96,37.05,245.67,2367.9,9.19,2.0619,NA,NA
"2018-01-10",14799.75,1253.43,36.46,247.43,2828.5,11.11,1.9249,NA,NA
"2018-01-11",13300.27,1142.35,32.61,226.44,2442.02,11.32,1.9483,NA,NA
"2018-01-12",13777,1254.99,35.59,234.16,2595.53,13.88,2.016,NA,NA
"2018-01-13",14215.29,1380,42.37,258.06,2666.75,16.04,1.9978,NA,NA
"2018-01-14",13489.99,1341,41.9,234.78,2492.24,13.27,1.8295,NA,NA
"2018-01-15",13499.99,1270.99,40.03,230.41,2363.8,12.81,1.6565,NA,NA
"2018-01-16",10915.94,997,27.19,178.36,1696.83,9.81,1.1064,NA,NA
"2018-01-17",10909.95,989.99,28.45,181.76,1706.1,10.04,1.2781,NA,NA
"2018-01-18",11055,999.05,29.77,187.77,1689.76,10.25,1.5652,NA,NA
"2018-01-19",11513.64,1038,31.85,192.8,1763.54,11.2,1.5484,NA,NA
"2018-01-20",12758.27,1150.07,35.06,210.31,2025.13,15.65,1.5627,NA,NA
"2018-01-21",11500,1046.34,30.44,189.83,1770.09,13.5,1.3614,NA,NA
"2018-01-22",10801,995.23,29.14,178.76,1605.01,13.6,1.3407,NA,NA
"2018-01-23",10795.9,982.67,28.05,176.46,1613,12.9,1.3329,NA,NA
"2018-01-24",11336.46,1065.53,29.62,180.13,1646.51,13.92,1.3483,NA,NA
"2018-01-25",11186.5,1053.22,29.15,179.6,1640.33,14.31,1.3086,NA,NA
"2018-01-26",11100,1050,28.65,176.03,1597.88,14.35,1.2115,NA,NA
"2018-01-27",11423.11,1114,29.63,181.35,1632.46,14.36,1.215,NA,NA
"2018-01-28",11839.68,1244.33,32.39,195.93,1762.12,14.7,1.3698,NA,NA
"2018-01-29",11254.52,1175,31.15,181.96,1658.48,13.54,1.2675,NA,NA
"2018-01-30",10200.05,1079.9,27.2,167.35,1479.72,11.4,1.1177,NA,NA
"2018-01-31",10256.13,1124.9,28.8,164.86,1495.51,11.99,1.1395,NA,NA
"2018-02-01",9268.88,1045.45,25.13,144.09,1287.77,10.17,0.961,NA,NA
"2018-02-02",8896.81,924.91,23.29,132.23,1200,10.27,0.9017,NA,NA
"2018-02-03",9195.94,970,24.29,160,1271.79,10.6,0.9558,NA,NA
"2018-02-04",8180.39,822.99,20.71,147.61,1156.59,8.91,0.8116,NA,NA
"2018-02-05",6920.13,696.22,16.41,125.24,878.79,7.06,0.6805,NA,NA
"2018-02-06",7673,779.51,19.1,141.6,966.02,8.26,0.7607,NA,NA
"2018-02-07",7600.61,756.43,18.16,138.28,953.07,7.7,0.7169,NA,NA
"2018-02-08",8256.18,818,21.77,149.83,1285.65,8.35,0.78,NA,NA
"2018-02-09",8685.33,875.9,25.75,163.63,1302.24,9.5,0.9183,NA,NA
"2018-02-10",8548.01,853.76,24.11,154.95,1239.05,8.93,1.031,NA,NA
"2018-02-11",8071.38,810.65,23.74,148.64,1209.55,8.32,0.9593,NA,NA
"2018-02-12",8893.73,864.76,29.44,161.47,1279.56,9.12,1.0415,NA,NA
"2018-02-13",8530.32,840.77,33.29,159.27,1221.49,8.94,0.9865,NA,NA
"2018-02-14",9417,914.13,34.57,211.66,1354.68,9.82,1.127,NA,NA
"2018-02-15",10025.69,926,33.76,220.29,1353.04,9.86,1.1058,NA,NA
"2018-02-16",10164.28,937.47,34.6,228.06,1527.6,9.84,1.1094,NA,NA
"2018-02-17",11050.11,972,34.62,228.5,1537.16,9.99,1.1731,NA,NA
"2018-02-18",10389.52,910.38,34.31,213.68,1450,9.07,1.0691,NA,NA
"2018-02-19",11150,939.56,38.35,221.68,1516.56,9.49,1.1074,NA,NA
"2018-02-20",11219.17,882.6,36.63,228.68,1392.27,8.89,1.027,NA,NA
"2018-02-21",10440,836.27,34.44,210.01,1279.57,8.28,0.9513,NA,NA
"2018-02-22",9825,802.26,31.33,192.99,1204.46,7.76,0.891,NA,NA
"2018-02-23",10154.72,853.28,36.19,206.98,1253.73,8.23,0.9421,NA,NA
"2018-02-24",9678.95,832.04,36.65,206.61,1178.58,7.87,0.9006,NA,NA
"2018-02-25",9576.25,840.3,35.06,217.68,1166.79,7.68,0.8999,NA,NA
"2018-02-26",10325,866.94,35.3,218.89,1243.96,7.97,0.9271,NA,NA
"2018-02-27",10569.91,870.22,35.61,214.86,1232.9,8.36,0.9262,NA,NA
"2018-02-28",10338.45,853.03,33.29,202.35,1199.39,8.21,0.8871,NA,NA
"2018-03-01",10905.64,870.77,33.48,209.54,1282.16,8.54,0.9137,NA,NA
"2018-03-02",11034.48,856.83,30.52,212.98,1271.44,8,0.8986,NA,NA
"2018-03-03",11462.98,857.11,28.9,210.54,1267.65,7.92,0.8999,NA,NA
"2018-03-04",11525.05,867.48,29.56,213.89,1286.61,8.16,1.0065,NA,NA
"2018-03-05",11471,850.1,26.58,210.62,1260.71,7.93,0.9435,NA,NA
"2018-03-06",10735.59,814.23,24.75,196.05,1203.01,7.13,0.903,NA,NA
"2018-03-07",9878.31,747.24,21.81,184.93,1091.16,6.36,0.8462,NA,NA
"2018-03-08",9287.07,696.8,22.19,175.17,1030,6.07,0.805,NA,NA
"2018-03-09",9220,724,22.01,186.02,1061.9,5.98,0.8234,NA,NA
"2018-03-10",8782.25,681,20.67,176.66,999.35,5.67,0.7723,NA,NA
"2018-03-11",9526.96,720,21.39,188,1140,6.03,0.8151,NA,NA
"2018-03-12",9141.92,696.69,20.35,177.69,1047.09,5.75,0.7838,NA,NA
"2018-03-13",9140.39,689.2,19.87,175.89,1051.55,5.8,0.7776,NA,NA
"2018-03-14",8191,610.48,17.06,160.29,943.12,5.28,0.6859,NA,NA
"2018-03-15",8242.26,609,18.26,164.18,938.11,5.119,0.683,NA,NA
"2018-03-16",8259.94,598.96,17.64,164.23,970.61,5.0247,0.6764,NA,NA
"2018-03-17",7842.92,548.28,16.14,152.15,944.05,4.6,0.6262,NA,NA
"2018-03-18",8170,534.4,16.71,153.53,931.45,4.59,0.6492,NA,NA
"2018-03-19",8620.49,556.33,19.53,161.54,992,6.2,0.7226,NA,NA
"2018-03-20",8897.64,556.95,20.07,168.96,1062.48,5.935,0.7,NA,NA
"2018-03-21",8897.6,559.54,19.59,168.41,1029,6.8906,0.681,NA,NA
"2018-03-22",8723.69,541.32,19.57,163.83,1013.93,6.93,0.6563,NA,NA
"2018-03-23",8897.49,543,19.15,169.32,1028.16,6.951,0.6411,NA,NA
"2018-03-24",8531.28,519.87,18.34,159.06,971.5,6.51,0.6287,NA,NA
"2018-03-25",8460.09,523.15,18.03,160.01,969.56,6.4425,0.6341,NA,NA
"2018-03-26",8136.4,485.87,16.3,147.86,910.24,5.801,0.589,NA,NA
"2018-03-27",7786.29,448.17,15.82,134.95,872.38,5.798,0.5688,NA,NA
"2018-03-28",7948.28,446.65,16.07,131.44,859.22,6.194,0.5735,NA,NA
"2018-03-29",7088,383.75,14.71,114.57,709.11,5.8785,0.5021,NA,NA
"2018-03-30",6853.57,393.71,14.35,118.36,696.6,6.0169,0.4999,NA,NA
"2018-03-31",6931.15,394.27,14.33,116.09,683.07,5.9301,0.5018,0.033836,NA
"2018-04-01",6814.03,378,13.55,114.94,644.03,5.59,0.4777,0.032098,NA
"2018-04-02",7053.4,385.12,14.08,119.24,662.07,5.8024,0.4943,0.035832,NA
"2018-04-03",7405.74,414.65,15.03,134.03,707.22,6.0307,0.5469,0.034583,NA
"2018-04-04",6799.66,378.52,13.6,118.07,647.88,5.6506,0.4916,0.030038,NA
"2018-04-05",6770.99,381.66,13.64,118.61,639.99,6.302,0.4888,0.039451,NA
"2018-04-06",6605.17,369.19,13.12,112.86,607.55,5.8233,0.4721,0.03618,NA
"2018-04-07",6899.9,384.8,13.43,115.81,638.24,5.88,0.4842,0.036746,NA
"2018-04-08",7019.25,400.6,14.11,117.81,654.07,5.962,0.4979,0.037424,NA
"2018-04-09",6773.69,399.35,13.64,114.86,636.21,5.8616,0.4867,0.035732,NA
"2018-04-10",6834.51,415.13,13.6686,114.06,650.02,5.9802,0.4903,0.03673,NA
"2018-04-11",6955.38,430.04,14.596,118.36,669.05,8.5289,0.54,0.036301,NA
"2018-04-12",7924.6,494.34,16.1885,129.71,736.39,8.8313,0.6405,0.040101,NA
"2018-04-13",7873.74,495.19,15.56,125.25,739.42,8.83,0.6401,0.038867,NA
"2018-04-14",8000,502.5,16.06,126.33,735.27,8.711,0.6404,0.040282,NA
"2018-04-15",8344,534.36,16.819,132.44,779.43,8.5162,0.6929,0.043338,NA
"2018-04-16",8064.42,512.01,16.16,128.75,768.69,8.1134,0.6629,0.041351,NA
"2018-04-17",7891.44,503.14,16.0405,131.89,757.44,8.4907,0.6549,0.04205,NA
"2018-04-18",8168.31,526.02,17.65,140.39,895.78,9.07,0.7138,0.047493,NA
"2018-04-19",8283.46,567.93,18.4,146.72,967.65,9.5033,0.7826,0.049002,NA
"2018-04-20",8858.81,617.48,19.66,155.77,1125.96,11.467,0.9249,0.054038,NA
"2018-04-21",8920,605.39,18.66,148.62,1156,11.1147,0.8668,0.053228,NA
"2018-04-22",8792.67,621.47,18.7,146.39,1194.34,11.3052,0.8636,0.052071,NA
"2018-04-23",8941.19,643.79,20.393,152.74,1438.74,11.5905,0.8746,0.05853,NA
"2018-04-24",9640,702.73,22.0199,164.76,1406.25,15.1103,0.922,0.072604,NA
"2018-04-25",8871.89,617.51,18.64,144.82,1288.58,14.439,0.7912,0.068567,NA
"2018-04-26",9278.17,661.36,21.0101,153.3,1419.74,15.4267,0.848,0.07384,NA
"2018-04-27",8928.12,643.35,20.62,145.94,1330.33,16.5955,0.8057,0.073439,NA
"2018-04-28",9355.34,683.49,21.7095,152.12,1391.3,18.7742,0.8631,0.081802,NA
"2018-04-29",9419.17,690.1,21.7836,153.41,1441.75,21.4696,0.8666,0.088347,NA
"2018-04-30",9243.64,670.71,21.7467,148.37,1346.9,17.4505,0.8324,0.092901,NA
"2018-05-01",9067.86,671.9,21.5356,148.16,1352.55,18.7489,0.835,0.092493,NA
"2018-05-02",9267.12,689.59,21.7081,151.87,1461.62,19.2573,0.8597,0.0917,NA
"2018-05-03",9746.89,779.65,22.7447,161.35,1512.52,17.6768,0.8805,0.086519,NA
"2018-05-04",9713.86,785.89,22.3616,169.6,1516.4,17.0561,0.8896,0.0861,NA
"2018-05-05",9869.6,820.27,22.8025,178.91,1768,17.7242,0.9022,0.086919,NA
"2018-05-06",9656.67,795.21,25.3298,172.41,1758.78,17.3934,0.8642,0.084591,NA
"2018-05-07",9369.99,752.82,23.5049,164.33,1648.73,17.8021,0.8268,0.082592,NA
"2018-05-08",9183.7,748,22.294,158.8,1598.3,17.9286,0.8071,0.082252,NA
"2018-05-09",9318.92,751.86,21.4032,157.13,1628.75,17.8003,0.7963,0.080499,NA
"2018-05-10",9017.22,724.12,19.6226,148.2,1519.38,17.3012,0.7501,0.072515,NA
"2018-05-11",8398.15,676.41,17.72,136.5,1366.07,14.7764,0.678,0.064566,NA
"2018-05-12",8475.54,684.35,18.0519,141.71,1458,13.9755,0.6837,0.066616,NA
"2018-05-13",8676.89,728.77,18.7018,144.16,1473.79,14.62,0.728,0.073664,NA
"2018-05-14",8662,727.22,18.6969,147.34,1410.06,13.79,0.7255,0.070682,NA
"2018-05-15",8465.57,705.94,18.0928,139.29,1337.88,12.82,0.6905,0.067307,NA
"2018-05-16",8330.71,706.57,17.6093,139.22,1278.56,12.655,0.7075,0.070962,NA
"2018-05-17",8061.01,669.3,16.87,132.39,1192.47,12.2631,0.6594,0.066298,NA
"2018-05-18",8236,693.02,17.9388,135.85,1202.32,12.88,0.6763,0.06887,NA
"2018-05-19",8233.04,697,17.653,135.11,1175.5,13.1125,0.6743,0.068784,NA
"2018-05-20",8532.43,716.14,18.21,139.64,1293,13.9499,0.6992,0.076958,NA
"2018-05-21",8383.42,696.66,17.5439,134.07,1228.37,13.4277,0.6758,0.080901,NA
"2018-05-22",7979.13,642.35,16.372,128.13,1133.03,12.1096,0.6379,0.073188,NA
"2018-05-23",7498.69,577.28,14.8,118.34,992.37,10.6731,0.5901,0.06772,NA
"2018-05-24",7578.08,601.72,15.7411,122.78,1070.84,12.75,0.6288,0.072538,NA
"2018-05-25",7460.65,586.05,15.1219,118.98,1013.14,12.1712,0.6059,0.07036,NA
"2018-05-26",7339.72,587,15.2591,118.53,1006.77,12.2264,0.6086,0.072665,NA
"2018-05-27",7349.45,570.55,15.1704,117.76,996.42,12.4215,0.6048,0.069946,NA
"2018-05-28",7095.56,511.52,14.2799,110.82,881.9,11.4897,0.5473,0.059493,NA
"2018-05-29",7461.45,566.8,15.187,119.38,988.6,12.1281,0.5997,0.064308,NA
"2018-05-30",7385.58,557.92,15.1893,117,984.51,11.9,0.6011,0.061563,NA
"2018-05-31",7494.18,578.33,15.2931,118.25,996.48,12.2441,0.612,0.060008,NA
"2018-06-01",7516,579.09,15.5151,120.17,1002.36,12.22,0.6214,0.057906,NA
"2018-06-02",7637.87,591.14,15.8027,123.5,1083.88,14.8819,0.6423,0.060715,NA
"2018-06-03",7717.42,619.64,16.2201,125.17,1169.81,14.5442,0.6892,0.061706,NA
"2018-06-04",7481.94,591,15.1818,119.8,1097.03,13.4908,0.6546,0.058654,NA
"2018-06-05",7622.3,609.66,15.5138,122.41,1151.05,14.196,0.6746,0.060415,NA
"2018-06-06",7653.56,606.52,15.1692,121.55,1129.27,13.8983,0.673,0.059263,NA
"2018-06-07",7687.62,605.1,15.2379,121.75,1145.56,14.6905,0.6773,0.05888,NA
"2018-06-08",7606.83,599.68,15.36,119.92,1114.57,13.994,0.6734,0.057251,NA
"2018-06-09",7488.06,593.17,15.011,117.42,1085.76,14.0121,0.6569,0.056911,NA
"2018-06-10",6761.53,524.21,12.57,106.49,935.27,11.0832,0.5819,0.0471,NA
"2018-06-11",6869.96,531.16,12.9059,107.07,952.51,11.3671,0.5982,0.048143,NA
"2018-06-12",6538.98,493.9,14.7527,99.75,868.37,9.9988,0.5553,0.043296,NA
"2018-06-13",6296.84,475.96,13.8244,93.52,842.62,10.0165,0.5299,0.041019,NA
"2018-06-14",6639.81,519.48,14.0639,100.85,894.57,11.2373,0.5573,0.045131,NA
"2018-06-15",6385.88,487.6,13.832,95.54,842.1,10.4978,0.532,0.042264,NA
"2018-06-16",6485,496.58,14.443,96.78,849.33,10.5256,0.5327,0.04281,NA
"2018-06-17",6446.75,497.22,14.2392,95.01,845.64,10.3381,0.5256,0.04246,NA
"2018-06-18",6706.31,517.68,15.106,98.64,885,10.6538,0.5382,0.045008,NA
"2018-06-19",6738.17,537.77,15.5865,98.66,907.3,10.6616,0.5486,0.049734,NA
"2018-06-20",6760.38,536.41,17.339,97.69,892.14,10.4084,0.539,0.049716,NA
"2018-06-21",6716.65,526.02,17.5743,96.8,871.72,10.3959,0.5347,0.048846,NA
"2018-06-22",6044.38,462.58,14.5081,84.77,749.51,8.5086,0.482,0.04269,NA
"2018-06-23",6152.93,473.76,14.7826,82.74,760.99,8.3201,0.4898,0.043973,NA
"2018-06-24",6140.4,454.27,14.7976,80.5,745.18,7.9512,0.4742,0.041882,NA
"2018-06-25",6249.08,459.04,15.8446,81.41,753.51,8.1582,0.4807,0.041936,NA
"2018-06-26",6065.99,430,14.81,75.69,694,7.3622,0.4524,0.037698,NA
"2018-06-27",6137,442.01,15.48,80.71,713.42,7.982,0.4706,0.0389,NA
"2018-06-28",5851.75,420.45,14.5202,74.03,658,7.35,0.4452,0.036377,NA
"2018-06-29",6199.41,434.54,15.2757,78.97,715.51,7.7384,0.4534,0.037351,NA
"2018-06-30",6393.76,454.27,16.1805,81.33,749.9,8.1134,0.4686,0.038103,NA
"2018-07-01",6355.84,452.27,16.0279,79.86,736.73,8.1135,0.4615,0.037961,NA
"2018-07-02",6614.45,476.32,16.6719,85.4,780.7,8.956,0.4903,0.039954,NA
"2018-07-03",6512.18,462.25,16.1353,84.99,754.59,8.8051,0.4848,0.038748,NA
"2018-07-04",6592.34,467.64,16.8478,85.39,763.18,8.8391,0.492,0.039263,NA
"2018-07-05",6536.07,468.19,17.3882,83.43,743.76,8.8152,0.4772,0.03816,NA
"2018-07-06",6609.03,470.64,18.3576,83.05,733.75,8.61,0.4768,0.037203,NA
"2018-07-07",6756,485.79,18.6586,84.89,771.79,8.8277,0.485,0.038037,NA
"2018-07-08",6705.21,486.14,18.2976,82.23,748.61,8.6886,0.4784,0.037256,NA
"2018-07-09",6660.09,471.51,18.1704,80.65,729.23,7.7132,0.473,0.035561,NA
"2018-07-10",6296.88,432.13,16.0562,75.84,685.02,7.1307,0.4425,0.033155,NA
"2018-07-11",6374.98,444.72,16.4518,78.24,705.5,7.1623,0.4489,0.033495,NA
"2018-07-12",6244.75,431.38,16.3703,76.92,688.01,6.9262,0.4379,0.03225,NA
"2018-07-13",6217.03,432.5,16.2528,76.55,693.34,6.9018,0.4379,0.033195,NA
"2018-07-14",6253.63,433,16.3747,76.09,700.58,6.9273,0.4384,0.033341,NA
"2018-07-15",6354.88,450,16.6261,78.52,723.24,7.3969,0.4469,0.03439,NA
"2018-07-16",6725.16,478.74,17.3595,83.51,801,8.0963,0.4822,0.037661,NA
"2018-07-17",7313.31,499.23,17.9181,88.9,854.36,8.7783,0.5071,0.039829,NA
"2018-07-18",7380.11,479.57,17.3439,86.19,825.29,8.6012,0.489,0.039612,NA
"2018-07-19",7470.83,469.03,17.4006,86.07,823.89,8.42,0.4773,0.037988,NA
"2018-07-20",7337,449.19,16.1149,81.89,764.76,7.8531,0.4444,0.034799,NA
"2018-07-21",7398.47,460.53,16.3022,83.44,786.74,7.9909,0.4547,0.035603,NA
"2018-07-22",7400.75,457.76,16.1283,82.15,784,7.8438,0.449,0.035119,NA
"2018-07-23",7722.05,450.35,16.059,81.5,783.77,7.9302,0.4453,0.034109,NA
"2018-07-24",8402.37,479.07,16.6197,89.22,868.58,8.5879,0.458,0.037986,NA
"2018-07-25",8175.38,472.02,16.5108,86.37,831.59,8.5296,0.4594,0.037104,NA
"2018-07-26",7932.71,462.87,16.6743,83.44,804.18,8.3,0.4495,0.035928,NA
"2018-07-27",8184.03,470.24,17.0643,84.4,820.4,8.4289,0.455,0.036462,NA
"2018-07-28",8229.6,468.81,17.0393,84.16,823.4,8.3466,0.4572,0.03696,NA
"2018-07-29",8214.91,466.37,16.8914,83.93,830.1,8.3187,0.4532,0.039086,NA
"2018-07-30",8173.71,456.54,17.1442,82.26,815.23,7.7332,0.4461,0.03637,NA
"2018-07-31",7732.19,432.35,16.1816,78.83,775.69,7.3261,0.4354,0.033767,NA
"2018-08-01",7598.87,420.32,15.467,77.56,768.3,7.2187,0.4467,0.032508,NA
"2018-08-02",7526.54,410.91,14.9204,76.14,730.46,7.0134,0.43,0.031288,NA
"2018-08-03",7417.29,417.78,16.5195,77.69,724.61,7.1857,0.4407,0.030354,NA
"2018-08-04",7008.89,407.33,16.4601,73.1,696.02,6.9793,0.4299,0.028793,NA
"2018-08-05",7023.78,408.67,17.6871,74.66,709.18,7.0307,0.4346,0.030251,NA
"2018-08-06",6937.75,405.07,18.7209,73.66,691.2,7.0537,0.413,0.029094,NA
"2018-08-07",6721.96,378.43,17.2831,67.39,657.58,6.5694,0.3786,0.02766,NA
"2018-08-08",6281.51,355.49,15.14,62.18,588.25,5.5787,0.3317,0.024289,NA
"2018-08-09",6528.6,363.24,15,62.83,608.62,5.7611,0.3438,0.025559,NA
"2018-08-10",6145.78,331.84,14.2078,59.21,569.29,5.2444,0.3186,0.023589,NA
"2018-08-11",6223.65,317.37,13.1863,57.69,562.18,4.9634,0.2972,0.022155,NA
"2018-08-12",6305.61,318.06,13.161,59.27,569.97,4.9672,0.2954,0.022434,NA
"2018-08-13",6249.91,283.91,11.9,56.51,531,4.581,0.2744,0.019057,NA
"2018-08-14",6186.51,278.29,11.775,54.3,510.4,4.5764,0.2726,0.018614,NA
"2018-08-15",6267.36,281.3,13.127,54.25,511.44,4.6187,0.28,0.019125,NA
"2018-08-16",6316.24,286.81,13.9032,55.26,516.36,4.5181,0.2917,0.019304,NA
"2018-08-17",6581.93,317.88,14.4699,61.78,603.62,5.5869,0.3673,0.023376,NA
"2018-08-18",6391.2,294.19,13.1638,57.07,554.33,5.0836,0.3286,0.021351,NA
"2018-08-19",6477.02,299.36,13.2846,57.74,570.8,5.293,0.3419,0.02203,NA
"2018-08-20",6256.87,270.65,12.3715,53.42,513.06,4.7083,0.3146,0.020356,NA
"2018-08-21",6480.75,281.21,12.7429,56.41,536.47,4.9021,0.3341,0.020916,NA
"2018-08-22",6361.57,270.83,12.1992,55.23,518.57,4.7148,0.3184,0.019524,NA
"2018-08-23",6525.39,276.19,12.4899,57.31,530.57,4.8981,0.3264,0.020655,NA
"2018-08-24",6683.63,280.98,12.556,57.76,533.13,5.0386,0.3266,0.021482,NA
"2018-08-25",6734.01,277.7,12.5155,57.87,535.63,5.0311,0.3271,0.022408,NA
"2018-08-26",6701.86,274.35,12.45,57.06,523.27,4.9505,0.3235,0.022747,NA
"2018-08-27",6909.23,287.66,12.7433,60.65,548.94,5.39,0.3391,0.024603,NA
"2018-08-28",7079.77,295.54,13.19,63.14,565.47,5.912,0.3513,0.026821,NA
"2018-08-29",7034.02,288.58,13.0136,61.47,554.29,6.1251,0.3445,0.025385,NA
"2018-08-30",6984.04,283.86,12.84,60.17,538.5,6.068,0.3347,0.024949,NA
"2018-08-31",7011.08,281.38,12.736,62.08,542.01,6.4059,0.335,0.025341,NA
"2018-09-01",7200.86,295.63,13.162,66.52,618.46,6.6613,0.3469,0.026625,NA
"2018-09-02",7303.14,295.54,13.405,66.18,651.16,6.6421,0.3421,0.025709,NA
"2018-09-03",7262.91,288.98,14.0651,65.47,628.68,6.4623,0.3344,0.025069,NA
"2018-09-04",7360.26,285.39,13.9874,67.63,626.21,6.4785,0.331,0.025235,NA
"2018-09-05",6694.48,228.63,11.7564,57.72,526.8,5.152,0.279,0.021559,NA
